StudentID,Age,Gender,Standard,AttendanceRate,AverageMarks,BehaviorIncidents,Extracurriculars,ParentEducationLevel,DropoutStatus
10446,12,M,7,0.71,82,4,3,Master,1
10447,13,F,8,0.96,41,8,4,HighSchool,0
10448,14,F,9,0.69,85,6,2,HighSchool,0
10449,12,F,7,0.87,52,4,1,Master,1
10450,15,M,10,0.67,42,3,1,MiddleSchool,0
10451,12,F,7,0.77,42,5,1,HighSchool,1
10452,11,F,6,0.66,61,2,4,Doctorate,1
10453,11,M,6,0.63,48,5,2,HighSchool,1
10454,11,M,6,0.79,88,6,3,Doctorate,0
10455,13,M,8,0.87,41,8,3,HighSchool,0
10456,13,M,8,0.7,59,4,2,Bachelor,0
10457,14,M,9,0.83,47,2,2,Doctorate,1
10458,11,M,6,0.81,91,2,0,Master,0
10459,13,M,8,0.84,93,3,1,MiddleSchool,1
10460,11,F,6,0.77,75,1,2,Master,0
10461,15,F,10,0.98,71,2,2,Doctorate,1
10462,12,M,7,0.67,64,0,4,Bachelor,0
10463,15,M,10,0.86,47,6,3,MiddleSchool,0
10464,14,F,9,0.67,69,8,3,Bachelor,0
10465,11,M,6,0.85,74,6,4,HighSchool,1
10466,12,F,7,0.74,59,3,2,HighSchool,0
10467,12,F,7,0.91,80,7,0,Bachelor,0
10468,12,M,7,0.6,73,3,0,Bachelor,0
10469,14,M,9,0.77,88,5,2,MiddleSchool,0
10470,11,F,6,0.62,82,7,3,HighSchool,0
10471,11,F,6,0.78,49,2,3,Bachelor,0
10472,13,F,8,0.6,44,0,4,Bachelor,0
10473,13,F,8,0.96,55,2,3,HighSchool,0
10474,12,M,7,0.74,64,4,3,Bachelor,0
10475,13,M,8,0.89,81,6,2,Master,0
10476,15,M,10,0.93,63,1,3,MiddleSchool,0
10477,13,M,8,0.96,67,6,4,Doctorate,0
10478,12,F,7,0.69,88,5,1,HighSchool,1
10479,15,F,10,0.85,61,6,2,Doctorate,0
10480,12,F,7,0.83,42,0,3,Doctorate,0
10481,12,F,7,0.88,81,3,4,Master,0
10482,12,F,7,0.76,93,4,3,Doctorate,0
10483,15,M,10,0.64,95,3,4,Doctorate,1
10484,12,F,7,0.84,40,1,2,Doctorate,0
10485,13,F,8,0.76,73,1,3,MiddleSchool,0
10486,11,F,6,0.65,91,2,3,HighSchool,0
10487,14,M,9,0.75,79,6,0,Master,1
10488,13,M,8,0.83,78,0,0,Doctorate,1
10489,15,F,10,0.84,92,6,1,Master,0
10490,11,M,6,0.68,79,3,4,Master,0
10491,14,M,9,0.99,91,7,3,Bachelor,0
10492,15,F,10,0.6,63,0,1,Bachelor,1
10493,15,F,10,0.66,57,3,2,MiddleSchool,0
10494,14,F,9,0.85,95,2,0,Bachelor,0
10495,15,F,10,0.85,84,8,3,Bachelor,0
10496,13,F,8,0.98,77,8,3,Bachelor,0
10497,11,M,6,0.93,89,5,1,Bachelor,0
10498,13,F,8,0.7,56,6,2,MiddleSchool,0
10499,15,M,10,0.93,65,5,2,Master,0
10500,11,M,6,0.97,71,0,3,Doctorate,0
10501,13,F,8,0.94,94,1,4,Bachelor,0
10502,13,M,8,0.94,81,0,4,Bachelor,0
10503,14,F,9,0.72,49,1,4,MiddleSchool,0
10504,13,F,8,0.97,88,5,2,Master,1
10505,11,M,6,0.75,78,6,3,Bachelor,1
10506,11,M,6,0.76,82,2,4,HighSchool,0
10507,12,M,7,0.86,87,2,0,MiddleSchool,0
10508,15,M,10,0.84,82,1,1,HighSchool,0
10509,12,M,7,0.67,63,7,0,HighSchool,1
10510,12,F,7,0.82,57,8,1,Doctorate,1
10511,15,F,10,0.68,64,3,0,HighSchool,0
10512,13,F,8,0.73,51,1,3,Bachelor,0
10513,14,M,9,0.8,73,2,4,MiddleSchool,0
10514,14,M,9,0.68,60,3,4,Doctorate,0
10515,12,M,7,0.96,45,0,1,Master,0
10516,14,M,9,0.65,46,3,1,HighSchool,1
10517,15,M,10,0.64,40,4,2,Master,1
10518,12,M,7,0.81,79,1,0,MiddleSchool,0
10519,11,F,6,0.87,41,4,1,MiddleSchool,0
10520,12,F,7,0.8,78,1,2,Bachelor,0
10521,12,M,7,0.97,54,7,2,MiddleSchool,0
10522,11,M,6,0.73,69,4,1,Doctorate,0
10523,11,M,6,0.65,75,7,2,MiddleSchool,1
10524,14,M,9,0.68,61,5,4,Doctorate,1
10525,12,F,7,0.65,85,4,3,Doctorate,1
10526,12,M,7,0.73,90,7,1,Master,0
10527,15,M,10,0.67,48,2,3,Doctorate,0
10528,14,F,9,0.84,90,8,0,MiddleSchool,0
10529,12,M,7,0.86,51,5,0,HighSchool,0
10530,14,F,9,0.79,51,5,1,Bachelor,1
10531,12,F,7,0.94,90,1,0,Doctorate,0
10532,15,F,10,0.71,90,0,1,Master,0
10533,11,M,6,0.82,79,6,2,MiddleSchool,1
10534,13,M,8,0.62,84,2,2,MiddleSchool,0
10535,15,M,10,0.64,58,5,2,Doctorate,1
10536,15,M,10,0.93,58,2,3,HighSchool,0
10537,14,F,9,0.71,82,3,1,HighSchool,0
10538,13,M,8,0.81,66,7,1,MiddleSchool,0
10539,13,F,8,0.65,87,1,2,Master,0
10540,11,F,6,0.87,83,0,0,MiddleSchool,0
10541,14,M,9,0.8,90,7,3,MiddleSchool,0
10542,14,F,9,0.81,58,4,0,MiddleSchool,0
10543,12,F,7,0.93,89,3,3,Master,0
10544,12,M,7,0.99,83,1,2,Master,0
10545,11,M,6,0.72,48,6,4,MiddleSchool,1
10546,14,M,9,0.87,72,6,2,HighSchool,1
10547,15,M,10,0.87,78,1,0,HighSchool,0
10548,14,M,9,0.91,45,7,0,Doctorate,1
10549,12,M,7,0.68,81,8,2,Bachelor,0
10550,14,F,9,0.69,94,4,4,HighSchool,0
10551,11,M,6,0.93,57,0,3,Master,1
10552,14,M,9,0.78,61,0,0,Doctorate,0
10553,15,M,10,0.77,48,7,1,Master,1
10554,15,F,10,0.83,83,7,1,Master,0
10555,12,F,7,0.8,45,2,1,Master,1
10556,12,M,7,0.65,92,7,1,Bachelor,1
10557,13,M,8,0.89,80,1,1,Doctorate,0
10558,13,M,8,0.64,85,0,1,MiddleSchool,1
10559,11,M,6,0.65,83,5,3,Doctorate,0
10560,13,F,8,0.71,90,5,2,Bachelor,0
10561,15,M,10,0.95,70,5,0,MiddleSchool,0
10562,13,F,8,0.61,42,2,2,Master,1
10563,11,M,6,0.77,75,5,3,HighSchool,0
10564,12,F,7,0.91,87,3,0,Doctorate,1
10565,14,F,9,0.93,72,7,4,MiddleSchool,1
10566,13,M,8,0.74,46,2,2,Bachelor,0
10567,14,M,9,0.61,93,6,1,HighSchool,0
10568,12,M,7,0.71,55,3,0,HighSchool,1
10569,12,M,7,0.78,70,1,3,Doctorate,0
10570,13,F,8,0.73,64,6,4,Master,0
10571,12,F,7,0.92,56,0,3,MiddleSchool,1
10572,13,F,8,0.73,49,1,2,Bachelor,1
10573,12,M,7,0.66,70,1,0,Doctorate,0
10574,11,F,6,0.79,90,6,3,MiddleSchool,1
10575,15,M,10,0.89,51,0,4,HighSchool,0
10576,12,F,7,0.97,66,2,2,MiddleSchool,0
10577,12,M,7,0.6,53,1,3,MiddleSchool,0
10578,14,M,9,0.65,78,0,4,Bachelor,0
10579,15,M,10,0.67,49,4,3,Master,0
10580,13,F,8,0.94,44,2,4,Master,0
10581,12,F,7,0.66,79,6,1,Master,1
10582,15,M,10,0.79,88,2,0,MiddleSchool,1
10583,13,M,8,0.65,79,6,4,MiddleSchool,1
10584,13,F,8,0.71,61,6,0,Bachelor,1
10585,14,F,9,1.0,48,8,0,Doctorate,0
10586,15,M,10,0.66,61,7,0,Doctorate,0
10587,13,M,8,0.84,44,5,3,Doctorate,0
10588,11,F,6,0.93,88,1,1,Doctorate,0
10589,15,F,10,0.95,46,1,4,HighSchool,0
10590,12,M,7,0.97,93,2,1,Doctorate,0
10591,11,F,6,0.75,90,2,3,Doctorate,0
10592,11,F,6,0.76,74,2,3,Master,0
10593,15,M,10,0.96,85,7,0,Master,0
10594,13,F,8,0.95,78,1,1,Doctorate,0
10595,11,M,6,0.9,62,6,3,Bachelor,1
10596,11,M,6,0.98,90,8,1,MiddleSchool,0
10597,15,F,10,0.77,63,1,4,Master,0
10598,12,M,7,0.7,60,4,2,HighSchool,1
10599,15,M,10,1.0,49,4,4,HighSchool,0
10600,15,F,10,0.75,80,8,0,Master,1
10601,15,F,10,0.67,88,7,2,Doctorate,1
10602,11,F,6,0.66,73,7,2,Master,0
10603,11,M,6,0.66,49,4,0,Bachelor,0
10604,14,M,9,0.67,61,0,0,Doctorate,1
10605,14,F,9,0.77,53,4,4,Master,0
10606,11,M,6,0.76,76,2,0,Doctorate,0
10607,15,F,10,0.8,44,7,2,MiddleSchool,0
10608,14,M,9,0.94,55,6,2,Master,0
10609,11,F,6,0.61,70,4,2,MiddleSchool,1
10610,13,M,8,0.65,42,6,0,MiddleSchool,0
10611,14,F,9,0.93,41,7,1,Master,0
10612,13,M,8,0.76,68,7,0,Bachelor,0
10613,13,M,8,0.94,67,4,2,Bachelor,0
10614,14,F,9,0.71,84,1,4,MiddleSchool,0
10615,12,F,7,0.87,86,3,4,Bachelor,0
10616,12,F,7,0.71,47,4,2,Bachelor,1
10617,12,F,7,0.74,74,5,3,MiddleSchool,0
10618,14,F,9,0.78,53,8,1,Master,0
10619,11,M,6,0.64,95,6,3,Master,1
10620,11,M,6,0.73,58,6,0,Master,0
10621,13,M,8,0.97,84,4,2,Doctorate,1
10622,13,M,8,0.98,42,5,3,HighSchool,1
10623,13,M,8,0.63,79,6,2,Bachelor,0
10624,11,F,6,0.9,47,8,3,Master,0
10625,15,F,10,0.75,41,0,0,HighSchool,0
10626,12,F,7,0.84,67,0,1,MiddleSchool,0
10627,12,F,7,0.99,49,2,0,Bachelor,0
10628,14,F,9,0.73,79,6,3,HighSchool,0
10629,12,F,7,0.72,43,4,0,Master,0
10630,15,F,10,0.72,52,4,3,Bachelor,1
10631,13,F,8,0.69,78,8,4,Master,0
10632,11,F,6,0.66,85,2,2,Master,1
10633,14,M,9,0.89,82,5,2,MiddleSchool,0
10634,15,M,10,0.96,56,1,0,MiddleSchool,0
10635,14,F,9,0.84,82,0,4,Master,0
10636,14,M,9,0.9,73,0,0,Bachelor,1
10637,11,M,6,0.76,44,8,1,Bachelor,0
10638,14,M,9,0.68,68,5,0,Bachelor,0
10639,15,F,10,0.74,82,4,0,Bachelor,1
10640,14,F,9,0.86,49,0,3,Doctorate,1
10641,12,M,7,0.93,82,6,2,Doctorate,0
10642,15,F,10,0.76,85,5,0,HighSchool,0
10643,11,F,6,0.87,50,8,2,Bachelor,1
10644,15,F,10,0.72,53,2,4,HighSchool,0
10645,11,F,6,0.79,42,6,4,Bachelor,1
10646,11,M,6,0.93,74,7,4,Doctorate,0
10647,15,M,10,0.93,56,0,3,HighSchool,0
10648,15,F,10,0.96,41,0,4,MiddleSchool,0
10649,13,M,8,0.84,73,4,1,HighSchool,1
10650,12,F,7,0.64,93,0,3,Master,0
10651,11,F,6,0.81,64,5,0,Doctorate,0
10652,11,F,6,0.76,73,6,1,Doctorate,1
10653,13,M,8,0.67,83,5,1,Bachelor,0
10654,11,F,6,0.98,48,3,1,Master,0
10655,13,F,8,0.91,94,7,3,Doctorate,0
10656,12,F,7,0.68,71,1,3,MiddleSchool,1
10657,11,M,6,0.74,54,1,2,HighSchool,0
10658,14,M,9,0.7,52,1,1,Master,0
10659,15,M,10,0.9,87,6,1,Doctorate,1
10660,12,F,7,0.88,95,7,2,MiddleSchool,0
10661,14,F,9,0.92,72,0,1,Doctorate,1
10662,13,M,8,0.89,50,6,4,Bachelor,1
10663,15,M,10,0.87,95,4,4,MiddleSchool,0
10664,12,F,7,0.62,58,1,3,Master,0
10665,11,F,6,0.67,67,2,3,Doctorate,1
10666,12,F,7,0.62,94,5,2,MiddleSchool,1
10667,12,F,7,0.9,86,2,1,Bachelor,0
10668,12,M,7,0.99,44,4,2,Master,0
10669,13,F,8,0.69,82,7,2,Bachelor,1
10670,13,F,8,0.69,62,3,0,Doctorate,1
10671,12,F,7,0.71,53,5,2,Bachelor,1
10672,13,M,8,0.69,49,7,0,Bachelor,1
10673,14,F,9,0.87,61,4,2,HighSchool,0
10674,14,M,9,0.81,78,8,4,HighSchool,1
10675,13,F,8,0.63,72,1,1,Bachelor,1
10676,15,M,10,0.87,48,4,1,MiddleSchool,0
10677,14,F,9,0.63,47,5,1,Doctorate,0
10678,12,M,7,0.74,84,3,4,Master,0
10679,15,M,10,0.97,89,5,0,MiddleSchool,1
10680,12,M,7,0.73,52,3,3,MiddleSchool,1
10681,14,F,9,0.69,60,2,3,Master,0
10682,12,M,7,0.79,62,7,3,Master,1
10683,14,M,9,0.73,41,2,3,HighSchool,0
10684,12,F,7,0.84,51,1,1,HighSchool,0
10685,15,M,10,0.85,80,1,2,MiddleSchool,0
10686,15,M,10,0.71,60,2,1,Bachelor,1
10687,15,F,10,0.97,79,5,4,HighSchool,1
10688,15,M,10,0.89,73,3,3,Bachelor,0
10689,12,M,7,0.67,74,3,3,Bachelor,1
10690,15,M,10,0.83,46,6,2,Master,0
10691,11,F,6,0.88,66,7,1,Doctorate,0
10692,15,M,10,0.85,44,3,3,Doctorate,0
10693,15,M,10,0.65,76,6,3,MiddleSchool,0
10694,12,M,7,0.92,44,0,2,HighSchool,0
10695,14,F,9,0.77,45,8,4,Bachelor,0
10696,15,F,10,0.78,75,7,1,Master,0
10697,11,M,6,0.83,48,8,3,MiddleSchool,0
10698,12,F,7,0.92,60,1,4,HighSchool,0
10699,12,F,7,0.68,69,2,1,Master,0
10700,15,M,10,0.76,80,1,2,MiddleSchool,0
10701,12,F,7,0.9,49,4,0,Bachelor,0
10702,11,F,6,0.84,91,3,1,Bachelor,0
10703,13,M,8,0.73,62,2,2,Doctorate,0
10704,11,F,6,0.7,94,5,2,MiddleSchool,0
10705,11,M,6,0.74,90,8,3,Master,1
10706,11,M,6,0.94,74,7,4,HighSchool,0
10707,12,F,7,0.82,92,5,0,HighSchool,0
10708,12,F,7,0.95,95,5,1,MiddleSchool,1
10709,11,M,6,0.93,89,6,0,Bachelor,0
10710,12,F,7,0.63,69,7,4,Bachelor,1
10711,14,F,9,0.98,78,4,2,Doctorate,0
10712,15,M,10,0.7,93,2,3,Master,0
10713,15,M,10,0.64,92,6,4,HighSchool,0
10714,11,M,6,0.79,77,4,3,Bachelor,1
10715,15,F,10,0.79,41,2,1,HighSchool,0
10716,14,F,9,0.99,71,7,1,HighSchool,0
10717,14,F,9,0.86,74,5,3,HighSchool,0
10718,11,M,6,0.68,64,4,4,HighSchool,1
10719,13,M,8,0.98,55,8,2,HighSchool,0
10720,13,M,8,0.72,46,0,1,Master,0
10721,11,F,6,0.76,63,1,2,Doctorate,1
10722,11,F,6,0.87,40,5,4,Doctorate,1
10723,15,F,10,0.83,73,8,3,Bachelor,0
10724,11,F,6,0.95,67,2,2,HighSchool,0
10725,14,F,9,0.99,94,2,2,Bachelor,0
10726,15,M,10,0.81,70,4,2,HighSchool,1
10727,15,F,10,0.65,44,6,0,Master,1
10728,11,F,6,0.84,46,8,4,MiddleSchool,0
10729,11,M,6,0.77,66,0,2,MiddleSchool,0
10730,12,M,7,0.97,81,2,2,HighSchool,0
10731,12,F,7,0.74,44,0,3,Bachelor,0
10732,14,F,9,0.65,44,3,4,Doctorate,1
10733,13,F,8,0.74,71,1,3,HighSchool,0
10734,12,M,7,0.66,81,2,0,HighSchool,0
10735,14,F,9,0.63,80,0,1,Doctorate,1
10736,13,M,8,0.97,46,5,0,Master,0
10737,15,F,10,0.75,61,7,0,MiddleSchool,1
10738,13,M,8,0.88,42,1,3,Doctorate,0
10739,12,M,7,0.93,63,8,3,Bachelor,1
10740,14,F,9,0.99,85,2,0,MiddleSchool,0
10741,15,F,10,0.73,55,7,0,MiddleSchool,0
10742,12,F,7,0.83,58,7,4,Bachelor,0
10743,11,F,6,0.75,71,4,2,HighSchool,0
10744,15,M,10,0.62,74,8,4,Bachelor,0
10745,14,M,9,0.78,82,6,1,Doctorate,0
10746,15,M,10,0.63,50,1,1,MiddleSchool,1
10747,11,F,6,0.93,84,2,3,Doctorate,0
10748,11,F,6,0.91,74,7,2,Doctorate,0
10749,12,M,7,0.85,89,7,4,MiddleSchool,0
10750,12,F,7,0.79,54,4,3,MiddleSchool,0
10751,15,F,10,0.76,95,6,3,HighSchool,0
10752,15,F,10,0.72,69,2,3,Doctorate,1
10753,15,F,10,0.8,81,2,4,Master,0
10754,11,M,6,0.87,64,6,4,MiddleSchool,1
10755,12,F,7,0.93,50,4,1,Bachelor,0
10756,15,F,10,0.8,91,3,1,Bachelor,0
10757,14,F,9,0.83,84,7,2,HighSchool,0
10758,11,F,6,0.86,40,7,0,MiddleSchool,0
10759,13,F,8,0.89,90,0,2,Bachelor,0
10760,15,M,10,0.62,54,1,3,Bachelor,0
10761,14,M,9,0.75,63,4,0,Master,1
10762,15,M,10,0.62,69,2,3,Doctorate,0
10763,13,F,8,0.78,50,4,3,Master,0
10764,13,M,8,0.99,60,1,3,MiddleSchool,0
10765,12,M,7,0.61,88,5,2,HighSchool,1
10766,13,M,8,0.61,44,2,2,MiddleSchool,0
10767,11,M,6,0.9,73,5,1,Doctorate,0
10768,12,M,7,0.93,74,0,2,MiddleSchool,1
10769,15,M,10,0.67,46,5,2,Doctorate,0
10770,12,M,7,0.99,57,8,4,MiddleSchool,0
10771,12,F,7,0.63,74,2,0,MiddleSchool,1
10772,13,F,8,0.71,78,4,1,HighSchool,0
10773,15,F,10,0.71,77,2,2,Doctorate,0
10774,13,F,8,0.74,77,7,1,Bachelor,0
10775,15,M,10,0.92,52,5,2,Doctorate,0
10776,14,F,9,0.71,90,1,2,Doctorate,1
10777,15,F,10,0.98,43,8,3,MiddleSchool,1
10778,11,F,6,0.85,46,8,0,Doctorate,1
10779,11,F,6,0.91,70,1,0,MiddleSchool,0
10780,14,F,9,0.89,48,3,2,Bachelor,0
10781,14,F,9,0.72,45,4,2,Master,0
10782,13,M,8,0.95,78,1,1,MiddleSchool,0
10783,12,M,7,0.79,66,8,1,Doctorate,0
10784,12,M,7,0.78,72,3,1,MiddleSchool,0
10785,15,F,10,0.98,41,0,4,Master,0
10786,13,M,8,0.87,93,5,3,Doctorate,1
10787,14,F,9,0.72,76,5,3,MiddleSchool,1
10788,14,M,9,0.71,54,6,4,HighSchool,0
10789,15,F,10,0.92,53,2,4,Doctorate,0
10790,14,M,9,0.92,81,1,1,Bachelor,0
10791,14,M,9,0.8,87,1,4,MiddleSchool,0
10792,12,F,7,0.67,70,7,2,MiddleSchool,1
10793,15,M,10,0.62,88,6,2,HighSchool,0
10794,11,M,6,0.86,72,1,0,Master,0
10795,13,M,8,0.61,52,8,2,Doctorate,0
10796,13,M,8,0.63,42,5,3,Master,0
10797,15,F,10,0.96,78,3,1,MiddleSchool,0
10798,15,F,10,0.84,94,8,2,MiddleSchool,1
10799,12,F,7,0.86,56,6,0,Master,0
10800,13,M,8,0.78,91,2,0,Bachelor,0
10801,11,M,6,0.97,47,5,2,Master,0
10802,15,F,10,0.73,78,1,2,Doctorate,0
10803,15,M,10,0.72,68,7,0,Master,1
10804,15,F,10,0.62,70,5,4,Doctorate,0
10805,13,F,8,0.81,68,8,2,Doctorate,1
10806,12,F,7,0.95,84,3,1,MiddleSchool,0
10807,13,F,8,0.96,87,3,1,MiddleSchool,1
10808,14,M,9,0.93,47,4,2,Doctorate,0
10809,11,F,6,0.86,63,0,0,Master,0
10810,14,F,9,0.98,75,6,3,Master,0
10811,13,M,8,0.75,78,5,2,Doctorate,0
10812,15,M,10,0.65,52,3,1,Doctorate,1
10813,11,F,6,0.78,80,5,3,Bachelor,1
10814,11,M,6,0.72,46,6,3,Master,1
10815,11,M,6,0.82,88,0,0,HighSchool,0
10816,15,F,10,0.68,66,8,4,Doctorate,1
10817,12,F,7,0.78,87,1,1,HighSchool,0
10818,14,F,9,0.86,49,2,3,Doctorate,0
10819,11,F,6,0.69,87,6,2,Master,1
10820,12,M,7,0.6,71,4,1,HighSchool,0
10821,13,F,8,0.85,50,6,2,Bachelor,0
10822,11,M,6,0.73,50,0,3,Doctorate,1
10823,15,F,10,0.99,47,8,1,Doctorate,1
10824,14,M,9,0.93,48,5,3,Bachelor,1
10825,12,F,7,0.82,81,8,2,Doctorate,0
10826,11,M,6,0.88,77,6,2,Bachelor,1
10827,15,F,10,0.97,42,3,0,HighSchool,0
10828,13,F,8,0.68,68,3,0,MiddleSchool,0
10829,12,F,7,0.83,55,4,4,HighSchool,1
10830,15,F,10,0.98,56,4,3,MiddleSchool,0
10831,15,M,10,0.68,49,8,4,Bachelor,1
10832,13,M,8,0.87,74,1,2,HighSchool,0
10833,14,F,9,0.69,43,0,3,Bachelor,1
10834,15,M,10,0.97,78,0,3,MiddleSchool,0
10835,11,F,6,0.91,68,1,4,HighSchool,0
10836,14,M,9,0.74,69,1,2,Bachelor,0
10837,15,M,10,0.77,40,0,1,MiddleSchool,0
10838,12,F,7,0.99,71,1,4,Master,0
10839,15,F,10,0.96,83,3,1,Bachelor,0
10840,14,M,9,0.97,60,3,3,Bachelor,0
10841,12,F,7,0.95,83,2,4,Bachelor,0
10842,13,M,8,0.87,43,0,1,MiddleSchool,1
10843,13,M,8,0.72,63,0,0,Doctorate,0
10844,13,F,8,0.71,54,7,4,Bachelor,1
10845,13,F,8,0.63,81,4,1,Master,0
10846,15,F,10,0.85,91,8,0,HighSchool,0
10847,13,M,8,0.92,79,2,2,Master,1
10848,12,F,7,0.88,61,3,2,Master,0
10849,14,F,9,0.9,41,2,3,HighSchool,0
10850,15,M,10,0.75,78,2,3,Bachelor,0
10851,14,F,9,0.76,70,0,2,Master,0
10852,14,F,9,0.68,66,7,0,Master,1
10853,13,M,8,0.75,88,3,2,MiddleSchool,0
10854,14,M,9,0.74,73,5,2,HighSchool,0
10855,14,F,9,0.85,40,6,4,Doctorate,1
10856,14,M,9,0.68,90,0,4,MiddleSchool,0
10857,14,F,9,0.87,50,5,1,MiddleSchool,0
10858,14,M,9,0.65,85,3,3,MiddleSchool,0
10859,11,F,6,0.67,59,1,1,Bachelor,0
10860,13,M,8,0.95,59,4,4,Doctorate,0
10861,13,M,8,0.61,72,0,2,Bachelor,0
10862,12,F,7,0.65,57,4,1,HighSchool,0
10863,13,F,8,0.78,40,6,4,Master,0
10864,13,M,8,0.62,83,6,4,Master,1
10865,14,F,9,0.64,92,5,1,HighSchool,0
10866,14,F,9,0.63,69,6,0,MiddleSchool,0
10867,12,M,7,0.65,70,7,2,Bachelor,0
10868,11,F,6,0.87,67,0,4,HighSchool,0
10869,14,M,9,0.95,55,3,4,Master,1
10870,12,M,7,0.66,48,7,4,Doctorate,0
10871,13,M,8,0.74,79,1,0,MiddleSchool,0
10872,11,M,6,0.99,83,8,1,Bachelor,0
10873,11,F,6,0.79,78,7,1,Doctorate,1
10874,13,F,8,0.96,57,5,4,Doctorate,1
10875,11,F,6,0.82,74,8,3,Doctorate,0
10876,12,M,7,0.71,69,0,4,HighSchool,0
10877,14,F,9,0.61,40,5,1,Doctorate,0
10878,14,F,9,0.92,73,3,2,MiddleSchool,0
10879,13,M,8,0.98,57,7,0,Bachelor,0
10880,12,F,7,0.63,88,5,0,MiddleSchool,0
10881,11,F,6,0.84,57,2,3,Bachelor,0
10882,12,F,7,0.91,82,3,1,MiddleSchool,1
10883,12,M,7,0.83,68,0,2,Doctorate,0
10884,15,F,10,0.9,44,7,0,MiddleSchool,1
10885,13,M,8,0.95,92,8,3,Bachelor,0
10886,12,F,7,0.88,59,8,4,Doctorate,0
10887,11,F,6,0.89,84,0,2,Master,0
10888,11,M,6,0.8,48,1,1,Bachelor,1
10889,13,F,8,0.65,84,2,1,Master,1
10890,13,F,8,0.67,49,4,0,Master,0
10891,13,F,8,0.95,47,1,2,Bachelor,0
10892,13,M,8,0.94,49,3,3,MiddleSchool,1
10893,12,M,7,0.78,91,4,0,MiddleSchool,0
10894,13,M,8,0.85,95,7,3,MiddleSchool,0
10895,14,F,9,0.88,49,1,4,Master,1
10896,14,F,9,0.98,76,7,2,MiddleSchool,0
10897,11,M,6,0.75,45,1,1,Master,1
10898,15,M,10,0.75,79,0,4,Bachelor,0
10899,14,M,9,0.79,45,0,3,Master,0
10900,11,M,6,0.93,89,4,4,Master,0
10901,13,M,8,0.88,69,7,1,Master,0
10902,15,F,10,0.71,87,0,4,Doctorate,0
10903,11,F,6,0.93,71,0,4,Master,1
10904,11,M,6,0.63,43,2,0,MiddleSchool,1
10905,14,M,9,0.62,90,5,4,Master,0
10906,15,M,10,0.75,81,5,0,Master,0
10907,12,M,7,0.99,60,4,0,Bachelor,0
10908,11,M,6,0.72,90,1,2,Bachelor,0
10909,14,M,9,0.78,65,5,3,Doctorate,0
10910,12,M,7,0.82,94,8,1,Doctorate,0
10911,14,M,9,0.76,41,2,0,Master,0
10912,12,F,7,0.9,47,1,4,MiddleSchool,1
10913,15,F,10,0.74,70,8,1,MiddleSchool,0
10914,11,M,6,0.87,43,8,4,HighSchool,0
10915,12,F,7,0.8,41,0,0,Doctorate,1
10916,13,F,8,0.9,47,0,1,Doctorate,0
10917,12,M,7,0.65,83,7,3,Doctorate,0
10918,12,F,7,0.69,78,6,3,MiddleSchool,0
10919,14,F,9,0.96,80,5,3,HighSchool,0
10920,15,M,10,0.76,93,0,3,MiddleSchool,0
10921,15,M,10,0.74,66,6,3,Master,1
10922,12,M,7,0.68,81,4,2,Master,0
10923,12,F,7,0.86,79,3,0,Bachelor,0
10924,14,M,9,0.89,51,0,4,Master,0
10925,12,M,7,0.71,83,0,0,Master,0
10926,13,F,8,0.9,77,6,1,Master,0
10927,11,M,6,0.68,66,7,2,Doctorate,1
10928,11,F,6,0.65,84,5,3,Bachelor,0
10929,11,F,6,0.96,77,3,1,MiddleSchool,0
10930,11,M,6,0.86,49,6,3,Master,1
10931,12,M,7,0.82,60,0,0,Bachelor,0
10932,15,F,10,0.9,63,3,4,Doctorate,1
10933,11,F,6,0.71,45,6,4,Bachelor,0
10934,11,F,6,0.85,89,1,0,Bachelor,0
10935,15,F,10,0.73,81,5,3,Bachelor,0
10936,13,F,8,0.85,62,4,1,MiddleSchool,0
10937,11,M,6,0.94,63,6,2,Master,1
10938,12,F,7,0.75,77,1,3,Bachelor,1
10939,12,M,7,0.88,41,3,1,Master,0
10940,13,M,8,0.99,88,8,4,Doctorate,0
10941,15,M,10,0.81,64,8,4,MiddleSchool,0
10942,11,M,6,0.81,89,2,2,MiddleSchool,0
10943,15,M,10,0.85,60,3,0,HighSchool,1
10944,11,F,6,0.69,70,8,4,HighSchool,1
10945,15,M,10,0.84,62,4,4,Master,0
10946,12,M,7,0.97,79,8,3,MiddleSchool,0
10947,12,M,7,0.9,53,0,2,HighSchool,0
10948,13,M,8,0.87,60,2,0,Master,1
10949,12,F,7,0.86,62,1,2,Master,0
10950,14,M,9,0.67,93,8,4,Bachelor,0
10951,12,F,7,0.93,56,1,0,Bachelor,0
10952,11,M,6,0.86,74,2,2,Bachelor,0
10953,11,M,6,0.66,81,0,3,Doctorate,0
10954,13,F,8,0.7,65,2,2,Master,0
10955,11,M,6,0.77,66,0,0,Doctorate,0
10956,13,M,8,0.64,70,2,3,Doctorate,0
10957,13,M,8,0.68,44,8,3,Bachelor,1
10958,11,M,6,0.79,71,0,4,Master,0
10959,14,F,9,0.9,87,2,3,MiddleSchool,0
10960,15,M,10,0.86,72,8,1,Doctorate,1
10961,11,F,6,0.68,47,1,0,MiddleSchool,0
10962,13,M,8,0.64,72,3,0,Master,1
10963,13,M,8,0.87,89,0,4,Bachelor,0
10964,11,M,6,0.75,89,6,2,HighSchool,1
